p1_games,p2_games,p1_score,p2_score,p1_points_won,p2_points_won,p1_break_pt_won,p2_break_pt_won,server_1,server_2,point_victor_1,point_victor_2,momentum,impetus
3,3,15.0,15.0,125,114,0,0,1,0,1,0,2.0,11
3,3,30.0,15.0,126,114,0,0,1,0,1,0,3.0,12
3,3,40.0,15.0,127,114,0,0,1,0,1,0,4.0,13
4,3,0.0,0.0,127,115,0,0,0,1,0,1,3.0,12
4,3,0.0,15.0,127,116,0,0,0,1,0,1,2.0,11
4,3,0.0,30.0,127,117,0,0,0,1,0,1,1.0,10
4,3,0.0,40.0,127,118,0,0,0,1,0,1,0.0,9
4,4,0.0,0.0,127,119,0,0,1,0,0,1,0.0,8
4,4,0.0,15.0,128,119,0,0,1,0,1,0,1.0,9
4,4,15.0,15.0,129,119,0,0,1,0,1,0,2.0,10
4,4,30.0,15.0,130,119,0,0,1,0,1,0,3.0,11
4,4,40.0,15.0,131,119,0,0,1,0,1,0,4.0,12
5,4,0.0,0.0,131,120,0,0,0,1,0,1,3.0,11
5,4,0.0,15.0,132,120,0,0,0,1,1,0,3.0,12
5,4,15.0,15.0,133,120,0,0,0,1,1,0,3.0,13
5,4,30.0,15.0,134,120,0,0,0,1,1,0,3.0,14
5,4,40.0,15.0,134,121,0,0,0,1,0,1,3.0,13
5,4,40.0,30.0,134,122,0,0,0,1,0,1,2.0,12
5,4,40.0,40.0,134,123,0,0,0,1,0,1,1.0,11
5,4,40.0,50.0,134,124,0,0,0,1,0,1,0.0,10
5,5,0.0,0.0,135,124,0,0,1,0,1,0,1.0,11
5,5,15.0,0.0,136,124,0,0,1,0,1,0,2.0,12
5,5,30.0,0.0,137,124,0,0,1,0,1,0,3.0,13
5,5,40.0,0.0,138,124,0,0,1,0,1,0,4.0,14
6,5,0.0,0.0,138,125,0,0,0,1,0,1,3.0,13
6,5,0.0,15.0,138,126,0,0,0,1,0,1,2.0,12
6,5,0.0,30.0,138,127,0,0,0,1,0,1,1.0,11
6,5,0.0,40.0,138,128,0,0,0,1,0,1,0.0,10
6,6,0.0,0.0,139,128,0,0,1,0,1,0,1.0,11
6,6,15.0,0.0,139,129,0,0,0,1,0,1,1.0,10
6,6,15.0,15.0,139,130,0,0,0,1,0,1,1.0,9
6,6,15.0,30.0,140,130,0,0,1,0,1,0,2.0,10
6,6,30.0,30.0,141,130,0,0,1,0,1,0,2.0,11
6,6,41.32,30.0,142,130,0,0,0,1,1,0,3.0,12
6,6,41.32,30.0,142,131,0,0,0,1,0,1,3.0,11
6,6,41.32,41.32,143,131,0,0,1,0,1,0,3.0,12
6,6,41.32,41.32,143,132,0,0,1,0,0,1,2.0,11
6,6,41.32,41.32,143,133,0,0,0,1,0,1,1.0,10
6,6,41.32,41.32,143,134,0,0,0,1,0,1,1.0,9
6,6,41.32,41.32,143,135,0,0,1,0,0,1,0.0,8
0,0,0.0,0.0,143,136,0,0,0,1,0,1,0.0,7
0,0,0.0,15.0,144,136,0,0,0,1,1,0,1.0,8
0,0,15.0,15.0,144,137,0,0,0,1,0,1,1.0,7
0,0,15.0,30.0,144,138,0,0,0,1,0,1,1.0,6
0,0,15.0,40.0,145,138,0,0,0,1,1,0,2.0,7
0,0,30.0,40.0,145,139,0,0,0,1,0,1,1.0,6
0,1,0.0,0.0,146,139,0,0,1,0,1,0,2.0,7
0,1,15.0,0.0,146,140,0,0,1,0,0,1,2.0,6
0,1,15.0,15.0,147,140,0,0,1,0,1,0,2.0,7
0,1,30.0,15.0,147,141,0,0,1,0,0,1,2.0,6
0,1,30.0,30.0,148,141,0,0,1,0,1,0,2.0,7
0,1,40.0,30.0,149,141,0,0,1,0,1,0,3.0,8
1,1,0.0,0.0,150,141,0,0,0,1,1,0,3.0,9
1,1,15.0,0.0,150,142,0,0,0,1,0,1,3.0,8
1,1,15.0,15.0,150,143,0,0,0,1,0,1,2.0,7
1,1,15.0,30.0,150,144,0,0,0,1,0,1,1.0,6
1,1,15.0,40.0,151,144,0,0,0,1,1,0,1.0,7
1,1,30.0,40.0,151,145,0,0,0,1,0,1,1.0,6
1,2,0.0,0.0,152,145,0,0,1,0,1,0,2.0,7
1,2,15.0,0.0,153,145,0,0,1,0,1,0,3.0,8
1,2,30.0,0.0,154,145,0,0,1,0,1,0,3.0,9
1,2,40.0,0.0,155,145,0,0,1,0,1,0,4.0,10
2,2,0.0,0.0,155,146,0,0,0,1,0,1,3.0,9
2,2,0.0,15.0,155,147,0,0,0,1,0,1,2.0,8
2,2,0.0,30.0,155,148,0,0,0,1,0,1,1.0,7
2,2,0.0,40.0,156,148,0,0,0,1,1,0,1.0,8
2,2,15.0,40.0,156,149,0,0,0,1,0,1,1.0,7
2,3,0.0,0.0,157,149,0,0,1,0,1,0,2.0,8
2,3,15.0,0.0,158,149,0,0,1,0,1,0,3.0,9
2,3,30.0,0.0,158,150,0,0,1,0,0,1,2.0,8
2,3,30.0,15.0,159,150,0,0,1,0,1,0,3.0,9
2,3,40.0,15.0,160,150,0,0,1,0,1,0,3.0,10
3,3,0.0,0.0,161,150,0,0,0,1,1,0,3.0,11
3,3,15.0,0.0,161,151,0,0,0,1,0,1,3.0,10
3,3,15.0,15.0,161,152,0,0,0,1,0,1,2.0,9
3,3,15.0,30.0,162,152,0,0,0,1,1,0,2.0,10
3,3,30.0,30.0,163,152,0,0,0,1,1,0,2.0,11
3,3,40.0,30.0,164,152,1,0,0,1,1,0,3.0,12
4,3,0.0,0.0,165,152,0,0,1,0,1,0,4.0,13
4,3,15.0,0.0,166,152,0,0,1,0,1,0,4.0,14
4,3,30.0,0.0,166,153,0,0,1,0,0,1,3.0,13
4,3,30.0,15.0,167,153,0,0,1,0,1,0,3.0,14
4,3,40.0,15.0,168,153,0,0,1,0,1,0,3.0,15
5,3,0.0,0.0,168,154,0,0,0,1,0,1,2.0,14
5,3,0.0,15.0,168,155,0,0,0,1,0,1,2.0,13
5,3,0.0,30.0,169,155,0,0,0,1,1,0,2.0,14
5,3,15.0,30.0,169,156,0,0,0,1,0,1,1.0,13
5,3,15.0,40.0,169,157,0,0,0,1,0,1,1.0,12
5,4,0.0,0.0,169,158,0,0,1,0,0,1,1.0,11
5,4,0.0,15.0,170,158,0,0,1,0,1,0,1.0,12
5,4,15.0,15.0,171,158,0,0,1,0,1,0,2.0,13
5,4,30.0,15.0,172,158,0,0,1,0,1,0,3.0,14
5,4,40.0,15.0,173,158,0,0,1,0,1,0,4.0,15
0,0,0.0,0.0,1,0,0,0,1,0,1,0,4.0,1
0,0,15.0,0.0,2,0,0,0,1,0,1,0,4.0,2
0,0,30.0,0.0,2,1,0,0,1,0,0,1,3.0,1
0,0,30.0,15.0,3,1,0,0,1,0,1,0,3.0,2
0,0,40.0,15.0,4,1,0,0,1,0,1,0,3.0,3
1,0,0.0,0.0,4,2,0,0,0,1,0,1,2.0,2
1,0,0.0,15.0,4,3,0,0,0,1,0,1,2.0,1
1,0,0.0,30.0,4,4,0,0,0,1,0,1,1.0,0
1,0,0.0,40.0,4,5,0,0,0,1,0,1,0.0,-1
1,1,0.0,0.0,4,6,0,0,1,0,0,1,0.0,-2
1,1,0.0,15.0,5,6,0,0,1,0,1,0,1.0,-1
1,1,15.0,15.0,6,6,0,0,1,0,1,0,2.0,0
1,1,30.0,15.0,7,6,0,0,1,0,1,0,3.0,1
1,1,40.0,15.0,7,7,0,0,1,0,0,1,3.0,0
1,1,40.0,30.0,8,7,0,0,1,0,1,0,3.0,1
2,1,0.0,0.0,8,8,0,0,0,1,0,1,2.0,0
2,1,0.0,15.0,8,9,0,0,0,1,0,1,1.0,-1
2,1,0.0,30.0,8,10,0,0,0,1,0,1,1.0,-2
2,1,0.0,40.0,8,11,0,0,0,1,0,1,0.0,-3
2,2,0.0,0.0,8,12,0,0,1,0,0,1,0.0,-4
2,2,0.0,15.0,9,12,0,0,1,0,1,0,1.0,-3
2,2,15.0,15.0,10,12,0,0,1,0,1,0,2.0,-2
2,2,30.0,15.0,11,12,0,0,1,0,1,0,3.0,-1
2,2,40.0,15.0,12,12,0,0,1,0,1,0,4.0,0
3,2,0.0,0.0,12,13,0,0,0,1,0,1,3.0,-1
3,2,0.0,15.0,12,14,0,0,0,1,0,1,2.0,-2
3,2,0.0,30.0,12,15,0,0,0,1,0,1,1.0,-3
3,2,0.0,40.0,12,16,0,0,0,1,0,1,0.0,-4
3,3,0.0,0.0,13,16,0,0,1,0,1,0,1.0,-3
3,3,15.0,0.0,14,16,0,0,1,0,1,0,2.0,-2
3,3,30.0,0.0,15,16,0,0,1,0,1,0,3.0,-1
3,3,40.0,0.0,16,16,0,0,1,0,1,0,4.0,0
4,3,0.0,0.0,17,16,0,0,0,1,1,0,4.0,1
4,3,15.0,0.0,17,17,0,0,0,1,0,1,3.0,0
4,3,15.0,15.0,17,18,0,0,0,1,0,1,2.0,-1
4,3,15.0,30.0,17,19,0,0,0,1,0,1,1.0,-2
4,3,15.0,40.0,17,20,0,0,0,1,0,1,0.0,-3
4,4,0.0,0.0,17,21,0,0,1,0,0,1,0.0,-4
4,4,0.0,15.0,17,22,0,0,1,0,0,1,0.0,-5
4,4,0.0,30.0,18,22,0,0,1,0,1,0,1.0,-4
4,4,15.0,30.0,19,22,0,0,1,0,1,0,2.0,-3
4,4,30.0,30.0,20,22,0,0,1,0,1,0,3.0,-2
4,4,40.0,30.0,20,23,0,0,1,0,0,1,3.0,-3
4,4,40.0,40.0,21,23,0,0,1,0,1,0,3.0,-2
4,4,50.0,40.0,22,23,0,0,1,0,1,0,3.0,-1
5,4,0.0,0.0,22,24,0,0,0,1,0,1,2.0,-2
5,4,0.0,15.0,22,25,0,0,0,1,0,1,2.0,-3
5,4,0.0,30.0,23,25,0,0,0,1,1,0,2.0,-2
5,4,15.0,30.0,24,25,0,0,0,1,1,0,2.0,-1
5,4,30.0,30.0,24,26,0,0,0,1,0,1,2.0,-2
5,4,30.0,40.0,25,26,0,0,0,1,1,0,3.0,-1
5,4,40.0,40.0,25,27,0,0,0,1,0,1,2.0,-2
5,4,40.0,50.0,25,28,0,0,0,1,0,1,1.0,-3
5,5,0.0,0.0,26,28,0,0,1,0,1,0,2.0,-2
5,5,15.0,0.0,27,28,0,0,1,0,1,0,2.0,-1
5,5,30.0,0.0,28,28,0,0,1,0,1,0,3.0,0
5,5,40.0,0.0,29,28,0,0,1,0,1,0,4.0,1
6,5,0.0,0.0,29,29,0,0,0,1,0,1,3.0,0
6,5,0.0,15.0,29,30,0,0,0,1,0,1,2.0,-1
6,5,0.0,30.0,29,31,0,0,0,1,0,1,1.0,-2
6,5,0.0,40.0,29,32,0,0,0,1,0,1,0.0,-3
6,6,0.0,0.0,30,32,0,0,1,0,1,0,1.0,-2
6,6,15.0,0.0,30,33,0,0,0,1,0,1,1.0,-3
6,6,15.0,15.0,30,34,0,0,0,1,0,1,1.0,-4
6,6,15.0,30.0,31,34,0,0,1,0,1,0,2.0,-3
6,6,30.0,30.0,32,34,0,0,1,0,1,0,2.0,-2
6,6,41.32,30.0,32,35,0,0,0,1,0,1,2.0,-3
6,6,41.32,41.32,33,35,0,0,0,1,1,0,3.0,-2
6,6,41.32,41.32,34,35,0,0,1,0,1,0,3.0,-1
6,6,41.32,41.32,35,35,0,0,1,0,1,0,3.0,0
6,6,41.32,41.32,35,36,0,0,0,1,0,1,3.0,-1
6,6,41.32,41.32,35,37,0,0,0,1,0,1,2.0,-2
6,6,41.32,41.32,35,38,0,0,1,0,0,1,1.0,-3
6,6,41.32,41.32,35,39,0,0,1,0,0,1,0.0,-4
6,6,41.32,41.32,35,40,0,0,0,1,0,1,0.0,-5
0,0,0.0,0.0,36,40,0,0,0,1,1,0,1.0,-4
0,0,15.0,0.0,36,41,0,0,0,1,0,1,1.0,-5
0,0,15.0,15.0,36,42,0,0,0,1,0,1,1.0,-6
0,0,15.0,30.0,36,43,0,0,0,1,0,1,1.0,-7
0,0,15.0,40.0,36,44,0,0,0,1,0,1,0.0,-8
0,1,0.0,0.0,37,44,0,0,1,0,1,0,1.0,-7
0,1,15.0,0.0,38,44,0,0,1,0,1,0,2.0,-6
0,1,30.0,0.0,39,44,0,0,1,0,1,0,3.0,-5
0,1,40.0,0.0,40,44,0,0,1,0,1,0,4.0,-4
1,1,0.0,0.0,40,45,0,0,0,1,0,1,3.0,-5
1,1,0.0,15.0,41,45,0,0,0,1,1,0,3.0,-4
1,1,15.0,15.0,41,46,0,0,0,1,0,1,2.0,-5
1,1,15.0,30.0,42,46,0,0,0,1,1,0,2.0,-4
1,1,30.0,30.0,42,47,0,0,0,1,0,1,2.0,-5
1,1,30.0,40.0,42,48,0,0,0,1,0,1,1.0,-6
1,2,0.0,0.0,42,49,0,0,1,0,0,1,1.0,-7
1,2,0.0,15.0,42,50,0,0,1,0,0,1,0.0,-8
1,2,0.0,30.0,43,50,0,0,1,0,1,0,1.0,-7
1,2,15.0,30.0,44,50,0,0,1,0,1,0,2.0,-6
1,2,30.0,30.0,44,51,0,0,1,0,0,1,2.0,-7
1,2,30.0,40.0,45,51,0,0,1,0,1,0,3.0,-6
1,2,40.0,40.0,46,51,0,0,1,0,1,0,3.0,-5
1,2,50.0,40.0,47,51,0,0,1,0,1,0,3.0,-4
2,2,0.0,0.0,48,51,0,0,0,1,1,0,4.0,-3
2,2,15.0,0.0,48,52,0,0,0,1,0,1,3.0,-4
2,2,15.0,15.0,48,53,0,0,0,1,0,1,2.0,-5
2,2,15.0,30.0,48,54,0,0,0,1,0,1,1.0,-6
2,2,15.0,40.0,48,55,0,0,0,1,0,1,0.0,-7
2,3,0.0,0.0,48,56,0,0,1,0,0,1,0.0,-8
2,3,0.0,15.0,49,56,0,0,1,0,1,0,1.0,-7
2,3,15.0,15.0,50,56,0,0,1,0,1,0,2.0,-6
2,3,30.0,15.0,50,57,0,0,1,0,0,1,2.0,-7
2,3,30.0,30.0,51,57,0,0,1,0,1,0,3.0,-6
2,3,40.0,30.0,52,57,0,0,1,0,1,0,3.0,-5
3,3,0.0,0.0,53,57,0,0,0,1,1,0,3.0,-4
3,3,15.0,0.0,53,58,0,0,0,1,0,1,3.0,-5
3,3,15.0,15.0,53,59,0,0,0,1,0,1,2.0,-6
3,3,15.0,30.0,53,60,0,0,0,1,0,1,1.0,-7
3,3,15.0,40.0,53,61,0,0,0,1,0,1,0.0,-8
3,4,0.0,0.0,53,62,0,0,1,0,0,1,0.0,-9
3,4,0.0,15.0,53,63,0,0,1,0,0,1,0.0,-10
3,4,0.0,30.0,53,64,0,0,1,0,0,1,0.0,-11
3,4,0.0,40.0,54,64,0,0,1,0,1,0,1.0,-10
3,4,15.0,40.0,55,64,0,0,1,0,1,0,2.0,-9
3,4,30.0,40.0,56,64,0,0,1,0,1,0,3.0,-8
3,4,40.0,40.0,56,65,0,0,1,0,0,1,3.0,-9
3,4,40.0,50.0,57,65,0,0,1,0,1,0,3.0,-8
3,4,40.0,40.0,58,65,0,0,1,0,1,0,3.0,-7
3,4,50.0,40.0,59,65,0,0,1,0,1,0,3.0,-6
4,4,0.0,0.0,59,66,0,0,0,1,0,1,3.0,-7
4,4,0.0,15.0,59,67,0,0,0,1,0,1,2.0,-8
4,4,0.0,30.0,59,68,0,0,0,1,0,1,1.0,-9
4,4,0.0,40.0,59,69,0,0,0,1,0,1,0.0,-10
4,5,0.0,0.0,60,69,0,0,1,0,1,0,1.0,-9
4,5,15.0,0.0,61,69,0,0,1,0,1,0,2.0,-8
4,5,30.0,0.0,62,69,0,0,1,0,1,0,3.0,-7
4,5,40.0,0.0,63,69,0,0,1,0,1,0,4.0,-6
5,5,0.0,0.0,63,70,0,0,0,1,0,1,3.0,-7
5,5,0.0,15.0,63,71,0,0,0,1,0,1,2.0,-8
5,5,0.0,30.0,63,72,0,0,0,1,0,1,1.0,-9
5,5,0.0,40.0,63,73,0,0,0,1,0,1,0.0,-10
5,6,0.0,0.0,64,73,0,0,1,0,1,0,1.0,-9
5,6,15.0,0.0,65,73,0,0,1,0,1,0,2.0,-8
5,6,30.0,0.0,65,74,0,0,1,0,0,1,2.0,-9
5,6,30.0,15.0,66,74,0,0,1,0,1,0,3.0,-8
5,6,40.0,15.0,66,75,0,0,1,0,0,1,2.0,-9
5,6,40.0,30.0,66,76,0,0,1,0,0,1,1.0,-10
5,6,40.0,40.0,67,76,0,0,1,0,1,0,2.0,-9
5,6,50.0,40.0,68,76,0,0,1,0,1,0,2.0,-8
6,6,0.0,0.0,68,77,0,0,0,1,0,1,2.0,-9
6,6,0.0,15.0,68,78,0,0,1,0,0,1,2.0,-10
6,6,0.0,30.0,69,78,0,0,1,0,1,0,2.0,-9
6,6,15.0,30.0,70,78,0,0,0,1,1,0,2.0,-8
6,6,30.0,30.0,70,79,0,0,0,1,0,1,2.0,-9
6,6,30.0,41.32,71,79,0,0,1,0,1,0,3.0,-8
6,6,41.32,41.32,72,79,0,0,1,0,1,0,3.0,-7
6,6,41.32,41.32,72,80,0,0,0,1,0,1,2.0,-8
6,6,41.32,41.32,73,80,0,0,0,1,1,0,3.0,-7
6,6,41.32,41.32,73,81,0,0,1,0,0,1,2.0,-8
6,6,41.32,41.32,73,82,0,0,1,0,0,1,1.0,-9
6,6,41.32,41.32,74,82,0,0,0,1,1,0,2.0,-8
6,6,41.32,41.32,74,83,0,0,0,1,0,1,1.0,-9
6,6,41.32,41.32,74,84,0,0,1,0,0,1,1.0,-10
0,0,0.0,0.0,75,84,0,0,1,0,1,0,2.0,-9
0,0,15.0,0.0,76,84,0,0,1,0,1,0,2.0,-8
0,0,30.0,0.0,77,84,0,0,1,0,1,0,3.0,-7
0,0,40.0,0.0,78,84,0,0,1,0,1,0,4.0,-6
1,0,0.0,0.0,79,84,0,0,0,1,1,0,4.0,-5
1,0,15.0,0.0,80,84,0,0,0,1,1,0,4.0,-4
1,0,30.0,0.0,80,85,0,0,0,1,0,1,3.0,-5
1,0,30.0,15.0,80,86,0,0,0,1,0,1,2.0,-6
1,0,30.0,30.0,80,87,0,0,0,1,0,1,1.0,-7
1,0,30.0,40.0,80,88,0,0,0,1,0,1,0.0,-8
1,1,0.0,0.0,81,88,0,0,1,0,1,0,1.0,-7
1,1,15.0,0.0,81,89,0,0,1,0,0,1,1.0,-8
1,1,15.0,15.0,82,89,0,0,1,0,1,0,2.0,-7
1,1,30.0,15.0,83,89,0,0,1,0,1,0,3.0,-6
1,1,40.0,15.0,83,90,0,0,1,0,0,1,2.0,-7
1,1,40.0,30.0,84,90,0,0,1,0,1,0,3.0,-6
2,1,0.0,0.0,84,91,0,0,0,1,0,1,2.0,-7
2,1,0.0,15.0,85,91,0,0,0,1,1,0,2.0,-6
2,1,15.0,15.0,86,91,0,0,0,1,1,0,3.0,-5
2,1,30.0,15.0,86,92,0,0,0,1,0,1,2.0,-6
2,1,30.0,30.0,86,93,0,0,0,1,0,1,2.0,-7
2,1,30.0,40.0,86,94,0,0,0,1,0,1,1.0,-8
2,2,0.0,0.0,87,94,0,0,1,0,1,0,1.0,-7
2,2,15.0,0.0,88,94,0,0,1,0,1,0,2.0,-6
2,2,30.0,0.0,89,94,0,0,1,0,1,0,3.0,-5
2,2,40.0,0.0,90,94,0,0,1,0,1,0,4.0,-4
3,2,0.0,0.0,90,95,0,0,0,1,0,1,3.0,-5
3,2,0.0,15.0,90,96,0,0,0,1,0,1,2.0,-6
3,2,0.0,30.0,90,97,0,0,0,1,0,1,1.0,-7
3,2,0.0,40.0,90,98,0,0,0,1,0,1,0.0,-8
3,3,0.0,0.0,91,98,0,0,1,0,1,0,1.0,-7
3,3,15.0,0.0,91,99,0,0,1,0,0,1,1.0,-8
3,3,15.0,15.0,92,99,0,0,1,0,1,0,2.0,-7
3,3,30.0,15.0,93,99,0,0,1,0,1,0,3.0,-6
3,3,40.0,15.0,94,99,0,0,1,0,1,0,3.0,-5
4,3,0.0,0.0,94,100,0,0,0,1,0,1,3.0,-6
4,3,0.0,15.0,95,100,0,0,0,1,1,0,3.0,-5
4,3,15.0,15.0,95,101,0,0,0,1,0,1,2.0,-6
4,3,15.0,30.0,95,102,0,0,0,1,0,1,1.0,-7
4,3,15.0,40.0,95,103,0,0,0,1,0,1,1.0,-8
4,4,0.0,0.0,96,103,0,0,1,0,1,0,1.0,-7
4,4,15.0,0.0,97,103,0,0,1,0,1,0,2.0,-6
4,4,30.0,0.0,98,103,0,0,1,0,1,0,3.0,-5
4,4,40.0,0.0,99,103,0,0,1,0,1,0,4.0,-4
5,4,0.0,0.0,100,103,0,0,0,1,1,0,4.0,-3
5,4,15.0,0.0,100,104,0,0,0,1,0,1,3.0,-4
5,4,15.0,15.0,100,105,0,0,0,1,0,1,2.0,-5
5,4,15.0,30.0,100,106,0,0,0,1,0,1,1.0,-6
5,4,15.0,40.0,100,107,0,0,0,1,0,1,0.0,-7
5,5,0.0,0.0,101,107,0,0,1,0,1,0,1.0,-6
5,5,15.0,0.0,102,107,0,0,1,0,1,0,2.0,-5
5,5,30.0,0.0,103,107,0,0,1,0,1,0,3.0,-4
5,5,40.0,0.0,104,107,0,0,1,0,1,0,4.0,-3
6,5,0.0,0.0,105,107,0,0,0,1,1,0,4.0,-2
6,5,15.0,0.0,105,108,0,0,0,1,0,1,3.0,-3
6,5,15.0,15.0,106,108,0,0,0,1,1,0,3.0,-2
6,5,30.0,15.0,107,108,0,0,0,1,1,0,3.0,-1
6,5,40.0,15.0,107,109,0,0,0,1,0,1,2.0,-2
6,5,40.0,30.0,108,109,1,0,0,1,1,0,3.0,-1
0,0,0.0,0.0,109,109,0,0,1,0,1,0,3.0,0
0,0,15.0,0.0,110,109,0,0,1,0,1,0,3.0,1
0,0,30.0,0.0,111,109,0,0,1,0,1,0,4.0,2
0,0,40.0,0.0,111,110,0,0,1,0,0,1,3.0,1
0,0,40.0,15.0,112,110,0,0,1,0,1,0,3.0,2
1,0,0.0,0.0,112,111,0,0,0,1,0,1,2.0,1
1,0,0.0,15.0,112,112,0,0,0,1,0,1,1.0,0
1,0,0.0,30.0,112,113,0,0,0,1,0,1,1.0,-1
1,0,0.0,40.0,112,114,0,0,0,1,0,1,0.0,-2
1,1,0.0,0.0,113,114,0,0,1,0,1,0,1.0,-1
1,1,15.0,0.0,114,114,0,0,1,0,1,0,2.0,0
1,1,30.0,0.0,115,114,0,0,1,0,1,0,3.0,1
1,1,40.0,0.0,115,115,0,0,1,0,0,1,3.0,0
1,1,40.0,15.0,115,116,0,0,1,0,0,1,2.0,-1
1,1,40.0,30.0,116,116,0,0,1,0,1,0,2.0,0
2,1,0.0,0.0,116,117,0,0,0,1,0,1,1.0,-1
2,1,0.0,15.0,116,118,0,0,0,1,0,1,1.0,-2
2,1,0.0,30.0,116,119,0,0,0,1,0,1,1.0,-3
2,1,0.0,40.0,116,120,0,0,0,1,0,1,0.0,-4
2,2,0.0,0.0,116,121,0,0,1,0,0,1,0.0,-5
2,2,0.0,15.0,117,121,0,0,1,0,1,0,1.0,-4
2,2,15.0,15.0,118,121,0,0,1,0,1,0,2.0,-3
2,2,30.0,15.0,119,121,0,0,1,0,1,0,3.0,-2
2,2,40.0,15.0,119,122,0,0,1,0,0,1,3.0,-3
2,2,40.0,30.0,120,122,0,0,1,0,1,0,3.0,-2
3,2,0.0,0.0,121,122,0,0,0,1,1,0,3.0,-1
3,2,15.0,0.0,121,123,0,0,0,1,0,1,2.0,-2
3,2,15.0,15.0,121,124,0,0,0,1,0,1,2.0,-3
3,2,15.0,30.0,121,125,0,0,0,1,0,1,1.0,-4
3,2,15.0,40.0,121,126,0,0,0,1,0,1,0.0,-5
3,3,0.0,0.0,121,127,0,0,1,0,0,1,0.0,-6
3,3,0.0,15.0,122,127,0,0,1,0,1,0,1.0,-5
3,3,15.0,15.0,122,128,0,0,1,0,0,1,1.0,-6
3,3,15.0,30.0,122,129,0,0,1,0,0,1,1.0,-7
3,3,15.0,40.0,123,129,0,0,1,0,1,0,2.0,-6
3,3,30.0,40.0,124,129,0,0,1,0,1,0,2.0,-5
3,3,40.0,40.0,125,129,0,0,1,0,1,0,3.0,-4
3,3,50.0,40.0,125,130,0,0,1,0,0,1,3.0,-5
3,3,40.0,40.0,125,131,0,0,1,0,0,1,2.0,-6
3,3,40.0,50.0,125,132,0,1,1,0,0,1,1.0,-7
3,4,0.0,0.0,125,133,0,0,0,1,0,1,0.0,-8
3,4,0.0,15.0,125,134,0,0,0,1,0,1,0.0,-9
3,4,0.0,30.0,125,135,0,0,0,1,0,1,0.0,-10
3,4,0.0,40.0,125,136,0,0,0,1,0,1,0.0,-11
3,5,0.0,0.0,126,136,0,0,1,0,1,0,1.0,-10
3,5,15.0,0.0,126,137,0,0,1,0,0,1,1.0,-11
3,5,15.0,15.0,126,138,0,0,1,0,0,1,1.0,-12
3,5,15.0,30.0,127,138,0,0,1,0,1,0,2.0,-11
3,5,30.0,30.0,128,138,0,0,1,0,1,0,2.0,-10
3,5,40.0,30.0,129,138,0,0,1,0,1,0,3.0,-9
4,5,0.0,0.0,129,139,0,0,0,1,0,1,3.0,-10
4,5,0.0,15.0,129,140,0,0,0,1,0,1,2.0,-11
4,5,0.0,30.0,129,141,0,0,0,1,0,1,1.0,-12
4,5,0.0,40.0,129,142,0,0,0,1,0,1,0.0,-13
0,0,0.0,0.0,1,0,0,0,1,0,1,0,1.0,1
0,0,15.0,0.0,1,1,0,0,1,0,0,1,1.0,0
0,0,15.0,15.0,1,2,0,0,1,0,0,1,1.0,-1
0,0,15.0,30.0,2,2,0,0,1,0,1,0,2.0,0
0,0,30.0,30.0,2,3,0,0,1,0,0,1,1.0,-1
0,0,30.0,40.0,3,3,0,0,1,0,1,0,2.0,0
0,0,40.0,40.0,4,3,0,0,1,0,1,0,3.0,1
0,0,50.0,40.0,5,3,0,0,1,0,1,0,3.0,2
1,0,0.0,0.0,5,4,0,0,0,1,0,1,3.0,1
1,0,0.0,15.0,6,4,0,0,0,1,1,0,3.0,2
1,0,15.0,15.0,6,5,0,0,0,1,0,1,2.0,1
1,0,15.0,30.0,6,6,0,0,0,1,0,1,1.0,0
1,0,15.0,40.0,6,7,0,0,0,1,0,1,1.0,-1
1,1,0.0,0.0,7,7,0,0,1,0,1,0,1.0,0
1,1,15.0,0.0,8,7,0,0,1,0,1,0,2.0,1
1,1,30.0,0.0,9,7,0,0,1,0,1,0,3.0,2
1,1,40.0,0.0,9,8,0,0,1,0,0,1,3.0,1
1,1,40.0,15.0,9,9,0,0,1,0,0,1,2.0,0
1,1,40.0,30.0,10,9,0,0,1,0,1,0,2.0,1
2,1,0.0,0.0,11,9,0,0,0,1,1,0,2.0,2
2,1,15.0,0.0,12,9,0,0,0,1,1,0,3.0,3
2,1,30.0,0.0,12,10,0,0,0,1,0,1,3.0,2
2,1,30.0,15.0,12,11,0,0,0,1,0,1,2.0,1
2,1,30.0,30.0,12,12,0,0,0,1,0,1,1.0,0
2,1,30.0,40.0,13,12,0,0,0,1,1,0,1.0,1
2,1,40.0,40.0,13,13,0,0,0,1,0,1,1.0,0
2,1,40.0,50.0,13,14,0,0,0,1,0,1,1.0,-1
2,2,0.0,0.0,13,15,0,0,1,0,0,1,1.0,-2
2,2,0.0,15.0,14,15,0,0,1,0,1,0,1.0,-1
2,2,15.0,15.0,14,16,0,0,1,0,0,1,1.0,-2
2,2,15.0,30.0,15,16,0,0,1,0,1,0,2.0,-1
2,2,30.0,30.0,16,16,0,0,1,0,1,0,3.0,0
2,2,40.0,30.0,17,16,0,0,1,0,1,0,3.0,1
3,2,0.0,0.0,18,16,0,0,0,1,1,0,4.0,2
3,2,15.0,0.0,19,16,0,0,0,1,1,0,4.0,3
3,2,30.0,0.0,19,17,0,0,0,1,0,1,3.0,2
3,2,30.0,15.0,19,18,0,0,0,1,0,1,2.0,1
3,2,30.0,30.0,19,19,0,0,0,1,0,1,1.0,0
